Category,Message,word_count,uppercase_word_count,unique_word_count,character_count,letter_count,flagged_word_count,flagged_bigrams_count,digit_count,links_count,free_count,special_count
ham,Have you not finished work yet or something?,8,0,8,44,36,0,0,0,0,0,0
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,23,0,18,117,85,1,0,0,0,0,0
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,28,7,26,155,105,3,0,16,0,0,0
ham,Right it wasnt you who phoned it was someone with a number like yours!,14,0,13,70,56,0,0,0,0,0,0
ham,It's ok i wun b angry. Msg u aft i come home tonight.,13,0,12,53,38,0,0,0,0,0,0
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,23,1,21,106,82,0,0,0,0,0,0
ham,Yo sorry was in the shower sup,7,0,7,30,24,0,0,0,0,0,0
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",21,1,21,86,64,0,0,0,0,0,0
ham,Full heat pa:-) i have applyed oil pa.,8,0,7,38,27,0,0,0,0,0,0
ham,I'm stuck in da middle of da row on da right hand side of da lt...,16,0,12,66,47,0,0,0,0,0,0
ham,Have you laid your airtel line to rest?,8,0,8,39,31,0,0,0,0,0,0
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,23,0,22,96,72,0,0,2,0,0,0
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,25,1,23,144,102,3,0,10,0,1,1
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",28,0,27,153,119,0,0,0,0,0,0
ham,And I don't plan on staying the night but I prolly won't be back til late,16,2,15,73,56,0,0,0,0,0,0
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,8,7,8,35,25,0,0,1,0,0,0
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",18,2,16,72,51,0,0,1,0,0,0
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",25,0,25,133,89,0,0,0,0,0,0
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,19,0,18,106,85,0,0,1,0,0,0
ham,We live in the next  &lt;#&gt; mins,7,0,7,35,23,0,0,0,0,0,0
ham,Y de asking like this.,5,1,5,22,17,0,0,0,0,0,0
ham,Just glad to be talking to you.,7,0,6,31,24,0,0,0,0,0,0
ham,Wat time ü finish?,4,0,4,18,14,0,0,0,0,0,0
ham,Sorry da. I gone mad so many pending works what to do.,12,1,12,54,41,0,0,0,0,0,0
ham,How much you got for cleaning,6,0,6,29,24,0,0,0,0,0,0
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,19,0,18,101,76,0,0,3,0,0,0
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,20,3,20,108,81,2,0,5,0,0,0
ham,Ü called dad oredi...,4,1,4,21,15,0,0,0,0,0,0
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,19,1,18,89,66,0,0,0,0,0,0
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,15,0,12,75,52,0,0,0,0,0,0
ham,"Sorry, I'll call later In meeting.",6,0,6,34,26,1,0,0,0,0,0
ham,THIS IS A LONG FUCKIN SHOWR,6,6,6,27,22,0,0,0,0,0,0
ham,"Received, understood n acted upon!",5,0,5,34,28,0,0,0,0,0,0
ham,They finally came to fix the ceiling.,7,0,7,37,30,0,0,0,0,0,0
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",27,2,24,170,133,0,0,0,0,0,0
ham,Jus finish blowing my hair. U finish dinner already?,9,1,8,52,42,0,0,0,0,0,0
ham,I'm on the bus. Love you,6,0,6,24,17,0,0,0,0,0,0
ham,Lol ... I knew that .... I saw him in the dollar store,11,2,10,54,35,0,0,0,0,0,0
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,23,1,23,137,89,3,1,22,0,0,0
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,28,0,27,165,113,1,0,22,0,0,0
ham,Only saturday and sunday holiday so its very difficult:),9,0,9,56,46,0,0,0,0,0,0
ham,Everybody had fun this evening. Miss you.,7,0,7,41,33,0,0,0,0,0,0
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",18,0,17,89,70,1,0,0,0,0,0
ham,"I'm in a meeting, call me later at",8,0,8,34,25,1,0,0,0,0,0
ham,Oh wow thats gay. Will firmware update help,8,0,8,43,35,0,0,0,0,0,0
ham,These won't do. Have to move on to morphine,9,0,8,43,33,0,0,0,0,0,0
ham,How come i din c ü... Yup i cut my hair...,11,0,10,42,26,0,0,0,0,0,0
ham,K k pa Had your lunch aha.,7,1,6,26,19,0,0,0,0,0,0
ham,Oh ho. Is this the first time u use these type of words,13,0,13,55,42,0,0,0,0,0,0
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),10,0,8,66,52,0,0,0,0,0,0
ham,Of course. I guess god's just got me on hold right now.,12,1,12,55,41,1,0,0,0,0,0
ham,Do you hide anythiing or keeping distance from me,9,0,9,49,41,0,0,0,0,0,0
ham,Havent.,1,0,1,7,6,0,0,0,0,0,0
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,19,0,19,143,106,1,0,12,1,0,4
ham,Sorry i din lock my keypad.,6,0,6,27,21,0,0,0,0,0,0
ham,Did u got that persons story,6,0,6,28,23,0,0,0,0,0,0
ham,Are you planning to come chennai?,6,0,6,33,27,0,0,0,0,0,0
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,29,0,27,155,113,2,0,14,0,0,0
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,31,0,27,157,120,1,0,1,0,0,0
ham,We are okay. Going to sleep now. Later,8,0,8,38,29,1,0,0,0,0,0
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",22,2,21,159,132,0,0,0,0,0,1
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,21,4,21,135,97,1,0,0,0,0,0
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,27,7,22,155,108,1,0,17,0,0,0
ham,Where r e meeting tmr?,5,0,5,22,17,0,0,0,0,0,0
ham,Lol yes. But it will add some spice to your day.,11,0,11,48,36,0,0,0,0,0,0
ham,Hope you are having a great day.,7,0,7,32,25,0,0,0,0,0,0
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,14,0,14,80,65,0,0,0,0,0,0
ham,"K, I'll work something out",5,1,5,26,20,0,0,0,0,0,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,20,4,20,136,79,1,0,29,0,0,2
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,20,2,20,106,80,0,0,1,0,0,0
ham,I cant pick the phone right now. Pls send a message,11,1,11,51,40,1,0,0,0,0,0
ham,You call him and tell now infront of them. Call him now.,12,0,9,56,43,4,0,0,0,0,0
ham,Ok no prob...,3,0,3,13,8,0,0,0,0,0,0
ham,Ladies first and genus second k .,6,0,6,33,26,0,0,0,0,0,0
ham,No. Yes please. Been swimming?,5,0,5,30,23,0,0,0,0,0,0
ham,Mum not going robinson already.,5,0,5,31,26,0,0,0,0,0,0
ham,Ok set let u noe e details later...,8,0,8,35,25,0,0,0,0,0,0
ham,Not..tel software name..,3,0,3,24,18,0,0,0,0,0,0
ham,I send the print  outs da.,6,1,6,26,19,0,0,0,0,0,0
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,10,10,10,48,37,0,0,2,0,0,0
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",29,8,23,159,117,0,0,0,0,0,0
ham,"I didnt get ur full msg..sometext is missing, send it again",11,1,11,59,46,0,0,0,0,0,0
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",13,1,13,64,50,0,0,0,0,0,0
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",24,0,21,152,106,1,0,18,0,0,0
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,25,2,20,107,73,0,0,2,0,0,0
ham,I'm leaving my house now.,5,0,5,25,19,1,0,0,0,0,0
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",31,3,26,160,119,1,0,3,1,0,1
ham,Ü ready then call me...,5,1,5,23,16,1,0,0,0,0,0
ham,Wewa is 130. Iriver 255. All 128 mb.,8,0,8,36,17,0,0,9,0,0,0
ham,It is a good thing I'm now getting the connection to bw,12,0,12,55,43,1,0,0,0,0,0
ham,Sry da..jst nw only i came to home..,8,0,8,36,25,0,0,0,0,0,0
ham,"That's cool he'll be here all night, lemme know when you're around",12,0,12,66,51,0,0,0,0,0,0
ham,Are you staying in town ?,5,0,5,25,19,0,0,0,0,0,0
ham,"Haha yeah, 2 oz is kind of a shitload",9,0,9,37,27,0,0,1,0,0,0
ham,Ok u can take me shopping when u get paid =D,11,1,10,44,33,0,0,0,0,0,0
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,3,21,160,114,1,0,0,0,0,0
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",12,0,11,63,43,0,0,0,0,0,0
ham,But pls dont play in others life.,7,0,7,33,26,0,0,0,0,0,0
ham,Eatin my lunch...,3,0,3,17,12,0,0,0,0,0,0
ham,Hmmm.but you should give it on one day..,8,0,8,40,30,0,0,0,0,0,0
ham,"Didn't try, g and I decided not to head out",10,1,10,43,32,0,0,0,0,0,0
ham,Ok no prob,3,0,3,10,8,0,0,0,0,0,0
ham,Surly ill give it to you:-) while coming to review.,10,0,9,51,38,0,0,0,0,0,0
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",30,0,28,154,119,1,0,0,0,0,0
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,20,0,19,113,88,0,0,0,0,0,0
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,30,0,25,147,114,0,0,0,0,0,0
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",25,3,25,154,86,4,0,35,0,0,2
ham,A guy who gets used but is too dumb to realize it.,12,1,12,50,38,0,0,0,0,0,0
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",13,0,13,62,47,0,0,0,0,0,0
ham,Don no da:)whats you plan?,5,0,5,26,19,0,0,0,0,0,0
ham,Yes fine,2,0,2,8,7,0,0,0,0,0,0
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",25,2,24,132,93,2,0,5,1,0,0
ham,I liked the new mobile,5,1,5,22,18,1,0,0,0,0,0
ham,Anytime...,1,0,1,10,7,0,0,0,0,0,0
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,19,2,17,124,85,0,0,0,0,0,0
ham,Yar but they say got some error.,7,0,7,32,25,0,0,0,0,0,0
ham,Hey anyway i have to :-),5,0,5,24,16,0,0,0,0,0,0
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,19,0,19,95,72,0,0,0,0,0,0
ham,Wif my family booking tour package.,6,0,6,35,29,0,0,0,0,0,0
ham,"Did you say bold, then torch later. Or one torch and 2bold?",12,0,11,59,44,0,0,1,0,0,0
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",15,1,14,73,56,0,0,0,0,0,0
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),16,0,15,88,60,0,0,1,0,0,0
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,19,1,16,77,51,0,0,2,0,0,0
ham,Thats cool princess! I will cover your face in hot sticky cum :),12,1,12,64,49,0,0,0,0,0,0
ham,Big brother‘s really scraped the barrel with this shower of social misfits,12,0,12,74,62,0,0,0,0,0,0
ham,Oops i thk i dun haf enuff... I go check then tell ü..,13,1,11,54,37,0,0,0,0,0,0
ham,S:)8 min to go for lunch:),6,1,6,26,16,0,0,1,0,0,0
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",24,1,23,112,83,2,0,0,0,0,0
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",18,2,18,77,56,0,0,0,0,0,0
ham,My uncles in Atlanta. Wish you guys a great semester.,10,0,10,53,42,0,0,0,0,0,0
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",19,0,19,102,69,0,0,0,0,0,0
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,15,0,14,77,58,0,0,0,0,0,0
ham,"Yup. Anything lor, if u dun wan it's ok...",9,0,9,42,28,0,0,0,0,0,0
ham,"I'm home, my love ... If your still awake ... *loving kiss*",10,0,10,59,38,0,0,0,0,0,0
ham,HELLO PEACH! MY CAKE TASTS LUSH!,6,6,6,32,25,0,0,0,0,0,0
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",28,6,24,153,113,2,0,5,0,2,0
ham,"There'll be a minor shindig at my place later tonight, you interested?",12,0,12,70,56,0,0,0,0,0,0
ham,Jason says it's cool if we pick some up from his place in like an hour,16,0,16,70,54,0,0,0,0,0,0
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",26,6,24,143,110,4,0,2,0,2,2
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,23,5,20,124,90,1,0,0,0,1,0
ham,I've reached already.,3,0,3,21,17,0,0,0,0,0,0
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,15,1,14,77,59,0,0,0,0,0,0
ham,K:)eng rocking in ashes:),4,0,4,25,18,0,0,0,0,0,0
ham,Wat time r ü going to xin's hostel?,8,0,8,35,26,0,0,0,0,0,0
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,11,0,11,75,51,0,0,0,0,0,0
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,27,1,25,154,114,1,0,5,1,0,1
ham,Oh k:)after that placement there ah?,6,0,6,36,28,0,0,0,0,0,0
ham,"Not for possession, especially not first offense",7,0,6,48,41,0,0,0,0,0,0
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",30,0,26,175,136,0,0,0,0,0,0
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,49,2,40,237,179,0,0,3,0,0,0
ham,We have pizza if u want,6,0,6,23,18,0,0,0,0,0,0
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",18,1,16,101,78,0,0,0,0,0,0
ham,Many more happy returns of the day. I wish you happy birthday.,12,1,11,62,49,0,0,0,0,0,0
ham,Ya very nice. . .be ready on thursday,7,0,7,37,27,0,0,0,0,0,0
ham,I am in hospital da. . I will return home in evening,11,2,9,52,39,0,0,0,0,0,0
ham,Thinking of u ;) x,4,0,4,18,12,0,0,0,0,0,0
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,16,0,15,106,73,2,0,13,0,0,0
ham,Orh i tot u say she now still dun believe.,10,0,10,42,32,1,0,0,0,0,0
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",16,0,15,79,59,0,0,0,0,0,0
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,25,1,21,133,100,0,0,1,0,0,0
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,18,1,16,91,67,0,0,2,0,0,0
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",23,2,21,99,75,0,0,0,0,0,0
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,27,2,26,160,113,1,0,3,0,0,0
ham,Well boy am I glad G wasted all night at applebees for nothing,13,2,13,62,50,0,0,0,0,0,0
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,25,1,23,155,119,0,0,0,2,0,0
ham,Ok lor... Or u wan me go look 4 u?,10,0,9,34,20,0,0,1,0,0,0
ham,U wan 2 haf lunch i'm in da canteen now.,10,1,10,40,28,1,0,1,0,0,0
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,29,0,24,157,116,0,0,1,0,0,0
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",30,2,27,133,101,1,0,0,0,0,0
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,23,2,23,143,92,4,0,24,0,0,0
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,27,2,25,138,98,2,0,11,0,0,0
ham,I'm home. Doc gave me pain meds says everything is fine.,11,0,11,56,43,0,0,0,0,0,0
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),19,0,17,89,48,0,0,11,0,0,0
ham,Me too! Have a lovely night xxx,7,0,7,31,24,0,0,0,0,0,0
ham,Prepare to be pleasured :),4,0,4,26,20,0,0,0,0,0,0
ham,Hi.:)technical support.providing assistance to us customer through call and email:),10,0,10,83,68,1,0,0,0,0,0
ham,if you text on your way to cup stop that should work. And that should be BUS,17,1,15,76,59,1,0,0,0,0,0
ham,Whens your radio show?,4,0,4,22,18,0,0,0,0,0,0
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,15,2,15,89,54,0,0,20,0,0,0
ham,I'm not sure if its still available though,8,0,8,42,34,0,0,0,0,0,0
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,21,0,21,120,97,0,0,0,0,0,0
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,13,12,13,62,48,0,0,0,0,0,0
ham,Hi..i got the money da:),5,0,5,24,16,1,0,0,0,0,0
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",28,0,27,158,119,1,0,0,2,1,0
ham,Ok then u tell me wat time u coming later lor.,11,0,10,46,35,0,0,0,0,0,0
ham,U repeat e instructions again. Wat's e road name of ur house?,12,1,11,61,47,0,0,0,0,0,0
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",29,0,25,156,122,0,0,0,0,0,0
ham,Quite lor. But dun tell him wait he get complacent...,10,0,10,53,40,0,0,0,0,0,0
ham,Sorry completely forgot * will pop em round this week if your still here?,13,0,13,73,58,0,0,0,0,0,0
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,21,21,18,87,66,0,0,0,0,0,0
ham,O we cant see if we can join denis and mina? Or does denis want alone time,17,1,15,74,57,0,0,0,0,0,0
ham,Sen told that he is going to join his uncle finance in cbe,13,0,13,58,46,0,0,0,0,0,0
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,17,0,17,79,60,0,0,0,0,0,0
ham,"Call me, i am senthil from hsbc.",7,0,7,32,24,1,0,0,0,0,0
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",28,1,24,147,116,1,0,0,0,0,0
ham,Indeed and by the way it was either or - not both !,11,0,11,51,37,0,0,0,0,0,0
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",23,5,23,146,90,2,0,27,0,0,0
ham,Holy living christ what is taking you so long,9,0,9,45,37,0,0,0,0,0,0
ham,Ü thk of wat to eat tonight.,7,1,7,28,21,0,0,0,0,0,0
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",31,0,30,157,115,1,0,2,0,0,0
ham,We're on the opposite side from where we dropped you off,11,0,11,56,45,0,0,0,0,0,0
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,14,0,14,68,51,0,0,0,0,0,0
ham,Send me your resume:-),4,0,4,22,16,0,0,0,0,0,0
ham,Gd luck 4 ur exams :-),5,0,5,22,13,0,0,1,0,0,0
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,22,0,19,84,60,0,0,0,0,0,0
ham,Sorry that was my uncle. I.ll keep in touch,9,0,9,43,33,0,0,0,0,0,0
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,12,0,12,62,51,0,0,0,0,0,0
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,23,5,21,135,95,4,0,15,0,0,0
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,25,1,23,158,110,2,0,17,1,0,0
ham,Just come home. I don't want u to be miserable,10,1,10,46,35,0,0,0,0,0,0
ham,I dont know why she.s not getting your messages,9,1,9,47,38,0,0,0,0,0,0
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",32,0,31,151,116,0,0,0,0,0,0
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",48,0,40,240,188,2,0,0,0,0,0
ham,Reverse is cheating. That is not mathematics.,7,0,6,45,37,0,0,0,0,0,0
ham,How do you plan to manage that,7,0,7,30,24,0,0,0,0,0,0
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",21,0,21,110,86,0,0,0,0,0,0
ham,Sorry for the delay. Yes masters,6,0,6,32,26,0,0,0,0,0,0
ham,Call me when u finish then i come n pick u.,11,0,10,43,32,1,0,0,0,0,0
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,21,1,21,153,88,1,0,36,0,0,0
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,23,0,22,110,83,0,0,0,0,0,0
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",40,2,36,201,159,0,0,0,0,0,0
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",30,0,28,151,119,0,0,0,0,0,0
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,15,2,15,86,63,1,0,0,0,0,0
ham,"fyi I'm at usf now, swing by the room whenever",10,0,10,46,35,1,0,0,0,0,0
ham,i can call in  &lt;#&gt;  min if thats ok,9,0,9,41,26,1,0,0,0,0,0
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,15,2,12,84,68,0,0,0,0,0,0
ham,Ü no home work to do meh...,7,1,7,27,18,0,0,0,0,0,0
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,15,0,14,98,74,0,0,1,0,0,0
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,17,0,16,86,68,0,0,0,0,0,0
ham,How's ur paper?,3,0,3,15,11,0,0,0,0,0,0
ham,Got smaller capacity one? Quite ex...,6,0,6,37,28,0,0,0,0,0,0
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,9,0,9,69,57,0,0,0,1,0,1
ham,Im good! I have been thinking about you...,8,1,8,42,31,0,0,0,0,0,0
spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),28,1,24,151,94,0,0,22,0,0,1
ham,:-) :-),0,0,0,7,0,0,0,0,0,0,0
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,22,0,21,111,73,0,0,0,0,0,0
ham,I am going to sleep. I am tired of travel.,10,2,8,42,31,0,0,0,0,0,0
ham,"Haha, just what I was thinkin",6,1,6,29,23,0,0,0,0,0,0
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,14,0,14,68,50,1,0,0,0,0,0
ham,Lol no. Just trying to make your day a little more interesting,12,0,12,62,50,0,0,0,0,0,0
ham,"How long before you get reply, just defer admission til next semester",12,0,12,69,57,0,0,0,0,0,0
ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",23,0,21,139,102,0,0,0,0,0,0
ham,Po de :-):):-):-):-). No need job aha.,6,0,6,38,16,0,0,0,0,0,0
ham,Rats. Hey did u ever vote for the next themes?,10,0,10,46,35,0,0,0,0,0,0
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",21,5,20,152,89,2,0,28,1,0,1
ham,I hope your pee burns tonite.,6,1,6,29,23,0,0,0,0,0,0
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",27,26,24,121,88,1,0,2,0,0,0
ham,Yay can't wait to party together!,6,0,6,33,26,0,0,0,0,0,0
ham,....photoshop makes my computer shut down.,6,0,6,42,32,0,0,0,0,0,0
